id,title,category_id,category_name,performer,creator,address,price,description,venue_type,tags,latitude,longitude
E0-001-101877785-9,GROS OISEAU + HAYVANLAR ALEMI + PASSEURS DE DISQUES,music,Concerts &amp; Tour Dates,Hayvanlar Alemi,evdb,None,None, <p>DIMANCHE 07 MAI – 21h00 (concert 21h30 !)<p>- GROS OISEAU VERNISSAGE + UNDERGROUND TURKEY COLOURFUL_PSYCHEDELIC_KALEIDOSCOPIC_ROCK TRIO FROM AKARA + SPECIAL SUNDAY EVENING EAST_PSYCHEDELISM vs PUNK/FUNKTRONIC DJ SET_YES !! -<p><strong>GROS OISEAU’S « ZONZON » VERNISSAGE</strong> (CH)<br> Nicolas Tissot : chant  synthétiseur<br>   Paul Courlet : basse électrique  <br> Julien Israelian : electronics  basse électrique<br> +<br><strong>HAYVANLAR ALEMI</strong> (Turquie) <br>  Ozum Itez : guitare électrique<br>  Isik Sarihan : percussion <br> Hazar Mutgan : basse électrique<br> + <br><strong>PASSEURS DE DISQUES</strong><br> MR.CHEEKY vs OFFICE DE PUTE : set spécialement pensé pour l’occasion<br><p>YES & excellent dimanche soir en perspective ici avec  yeah/yeah/yeah  le vernissage du premier album longue durée de ces fantastiques pourfendeurs d’un génialement prenant cocktail de punk abrasif mêlé à une sorte de post-hip-hop et autre electronic-purgatoire que sont les genevois de Gros Oiseau. « Zonzon » (sortant sur le label Cheptel Records)  voilà le titre de leur premier album vernit ce soir donc avec une parfaite/allumée déclinaison d’electro-punk  breakbeat-rock’n’roll et autre kraut-rap…<p>C’est la fête à Gros Oiseau ce soir  yes & on se pointe  d’autant plus qu’ils seront précédés d’un trio instrumental_ psychédélique_rock_spirit turc HAYVANLAR ALEMI  nous saluant depuis la capitale turque  Ankara.<p>Actifs depuis 2004  HAYVANLAR ALEMI a enregistré une flopée d’enregistrements divers avant d’être découverts et signés sur des labels défricheurs_perles essentiels  tels les incomparables Sublime Feuqencies ou Glitterhouse. Encensés par les critiques spécialisés tout autour du globe (notamment avec leur dernier lp longue durée  « Twisted Unrock » sortit sur le label allemand Unrock)  HAYVANLAR ALEMI vient encore de sortir un 45 tours/hit  « Equatorial Lines »  cumbia psychédélique sortit sur le label Argentin Pakapi Records.<p>HAYVANLAR ALEMI fomente un puissant rock psyché improvisé et hyper coloré  plongeant avec réussite dans tout ce qui est psychédélique  exotique et aventureux. Leur joyeuse diversité sonore recouvre une large quantité de bases : de l’exploration psychédélique infinie à des reprise de deux minutes de tubes pop internationaux  en passant par les guitares blues de l’Afrique de l’Ouest  les rythmes pulsant thaïlandais  les batteries floydiennes en passant par tout l’art de l’acoustique des rues turques  etc  etc…… Kaléidoscope infini  HAYVNALAR ALEMI s’abandonne totalement en live et se laisse porter par le mood/ambiance du moment en se fondant totalement dans leur son  pour ne former plus qu’une entité électrique compacte de perdition/transe hautement électrique.<p>Turkey underground electric psychedelism coloré de contagieuse tenue ici  idéal avant GROS OISEAU.<p>Un parfait dimanche de MAI-fête ici  enrubanné comme il se doit et haut la main par des passeurs de disques enfiévrés & enfiévrants : MR.CHEEKY & OFFICE DE PUTE_YEAH !!!<p>Plus d’infos : <br> GROS OISEAU : <br><a href="http://www.grosoiseau.ch/" rel="nofollow">http://www.grosoiseau.ch/</a><p>HAYVALAR ALEMI :<br><a href="http://hayvanlaralemi.org/index.html" rel="nofollow">http://hayvanlaralemi.org/index.html</a><br><a href="https://pakapirecords.bandcamp.com/album/hayvanlar-alemi-shhjjjjjjj" rel="nofollow">https://pakapirecords.bandcamp.com/album/hayvanlar-alemi-shhjjjjjjj</a></p></p></p></p></p></p></p></p></p></p></p>,named place,cave12org folk music rock,46.2,6.16667
E0-001-101877787-7,INNERVSION #12 - SOUNDS OF SILENCE,music,Concerts &amp; Tour Dates,The Sound Of Silence,clubhipnotiq1,None,None, <p>LUNDI 08 MAI – 19h00 TAPANTES !!!<p>- La cave12 à BONGO JOE : EXCELLENT SOUNDS OF SILENCE COMPILATION TALK/CONFERENCE/PRESENTATION -<p><strong>INNERVSION #12 <br> SOUNDS OF SILENCE</strong><br> « The Most Intriguing Silences In Recording History »<br> Conférence/présentation par Patrice Caillet (en français !)<br> Durée : 1h00 environ<br> En collaboration avec BONGO JOE<br> &<br> Conférence à BONGO JOE<br> 9  PLACE DES AUGUSTINS<br><a href="http://www.bongojoe.ch/innervision" rel="nofollow">http://www.bongojoe.ch/innervision</a><br><p>Oh_Yeah !<br> La cave12 se déplace à BONGO JOE_YES ! pour une présentation/conférence de l’une des compilations les plus magistralement intrigantes à être jamais sortie  soit un superbement étonnant assemblage des SILENCES ENREGISTRéS les plus notoires/déroutants de l’histoire discographique. Une compilation franchement extraordinaire  incluant des moments de… silence  allant du purement fonctionnel au hautement énigmatique en passant par l’ouvertement politique et le franchement/carrément stupide/idiot.<p>Il existe  évidemment  d’innombrables études sur l’usage du silence en musique  le 4’33 de John Cage étant certainement l’exemple le plus connu. Mais la plupart du temps  ces études/réflexions se concentrent sur l’usage du silence dans les domaines de la musique expérimentale et de l’art sonore. On retrouve cependant de nombreux autres exemples de silence  à la fois dans la musique populaire et « fonctionnelle » (dans les jukebox  les ascenseurs  les tests pour les dispositifs hi-fi  etc…). Le silence semble ainsi n’avoir pas de limites. On peut le trouver dans la pop (John Lennon)  le punk (Crass)  le hip-hop (Afrika Bambaataa)  le métal (Soulfly)  pour nommer seulement quelques-uns des exemples les plus facilement « classifiables » de ces moments de silence. Ces silences sont souvent marginalisés  relégués au rang d’une private joke consumériste. En réalité  chaque silence a une signification distincte : ils sont sémantiquement divers  parlent de volumes et peuvent être performatifs  politiques  critiques  abstraits  poétiques  cyniques  techniques  absurdes  etc… Ils peuvent être générés en tant que mémorial ou blague/plaisanterie  une dédicace spéciale ou comme quelque chose de totalement indéfini.<p>Avec SOUNDS OF SILENCE  c’est la toute toute toute première fois qu’une telle large variété de silences a été publiée. L’album/compilation contient le travail d’artistes très connus et moins connus  mais également des silences extrêmement rares et par là-même  passablement mystérieux. La compilation présente les silences comme ils ont été originalement enregistrés  en gardant toutes leurs « imperfections »  préservant ainsi l’histoire spécifique à chaque morceau de silence et donnant à chaque piste &quot;silencieuse&quot; une individualité qui devient  pour ainsi dire  une véritable musique pour les oreilles. L’approche documentariste des compilateurs révèle les motivations évidentes ou présumées de chacun de ces « silences » tout en leur conférant un nouveau contexte.<p>Un album à jouer/écouter à un volume MAXIMUM  n’importe quand et à n’importe quel endroit. Une expérience auditive totalement et royalement unique en son genre  porté aux nues par les presses spécialisées tout autour du globe et qui sera donc présentée  disséquée et diffusée par Patrice Caillet  l’un des trois compilateurs et en français dans le texte_yes !<p>Un moment absolument unique  rare et ô combien passionnant en perspective. Dans le genre et pour tous les curieux  extrêmement recommand��!!!<strong>DÉBUT 19h00 TAPANTES  durée  1h00 environ et donc à BONGO JOE (9  Place des Augustins). </strong><p>Plus d’infos : <br> SOUNDS OF SILENCE :<br><a href="http://silent-entertainment.tumblr.com" rel="nofollow">http://silent-entertainment.tumblr.com</a><br><a href="http://silent-entertainment.tumblr.com/presse" rel="nofollow">http://silent-entertainment.tumblr.com/presse</a><br> BONGO JOE : <br><a href="http://www.bongojoe.ch/innervision" rel="nofollow">http://www.bongojoe.ch/innervision</a></p></p></p></p></p></p></p></p></p>,named place,cave12org music rock,46.2,6.16667
E0-001-098749879-4,Placebo,music,Concerts &amp; Tour Dates,Placebo,PlaceboMusic,Route des Batailleux 3 Gd-Saconnex,0.00,None,address,alternative brianmolko lima music peru placebo pop rock stefanolsdal stevehewitt ticketbiscom tickets viagogocom,46.2337626,6.112297
E0-001-100490858-6,Destination emploi | Optimiser mon dossier de candidature,schools_alumni,University &amp; Alumni,The Dossier,None,Rue du Général- Dufour 24,None, <p>09.05.2017 12:15 – 14:00<p>Pour décrocher un emploi  un CV et une lettre de motivation efficaces et ciblés sont indispensables. Apprenez les rubriques à intégrer et leur rédaction  les pièges à éviter et les questions de forme.<br><strong>Lieu</strong><br><p>Bâtiment: <a href="http://www.unige.ch/presse/static/plan/mail.html" rel="nofollow">Uni Mail</a><p>MS150</p></p></p></p>,School,schools_alumni unigech,46.2,6.16667
E0-001-100499398-2,J Balvin,music,Concerts &amp; Tour Dates,J Balvin,djhost,Route des Batailleux 3 Gd-Saconnex,None, Under 16s must be accompanied by an adult. ,address,colombia hip hiphop hop latin music rap_hiphop reggae reggaeton tickets viagogocom,46.2337626,6.112297
E0-001-101877789-5,JEAN-LOUIS COSTES + PASSEURS DE DISQUES,music,Concerts &amp; Tour Dates,Jean-Louis Costes,withsubtitles,None,None, <p>DIMANCHE 14 MAI – 21h00 (début 21h30 !!!)<p>- KISSES FROM PARIS : BRAND NEW TRASH ACTION & SONGS OPERA BY THE BIG GENIUS MASTER JEAN_LOUIS COSTES/YEAH !!! -<p><strong>JEAN-LOUIS COSTES</strong> (France)<br> « KISSES FROM PARIS »<br> Tout nouveau spectacle/comédie musicale/opéra porno social du Grand Maître du genre_yes !!!<br> + <br><strong>PASSEURS DE DISQUES</strong><br> KAKAKIDS/1000 BALLES : set spécialement pensé pour l’occasion<br><p>Attention & oyez  oyez  oh_YEAH !<p>Arrivée de Monsieur Jean-Louis Costes ici  yes !  le plus grand sociologue de l’histoire et dés/histoire humaine qui soit  avec  sous les bras  une tout nouvelle étude qu’il nous présentera  comme à son habitude  avec tout le sérieux et intensité nécessaire afin que le message/constat passe bien et qu’on apprenne enfin quelque chose ici.<p>KISSES FROM PARIS  voilà le nom de son nouvel opéra/spectacle  comédie musicale évidemment trash (yes !!!!) et sur-speedée  mêlant chansons et actions (re_yes !!!)  oscillant entre « pop » diaboliquement déjantée et attitudes bruitistes/noise  déclinant l’amour et la haine avec ce qu’il faut d’humour et de tragédie/drame.<p>Avec une présence scénique de transe absolue  Monsieur Jean-Louis Costes n’a absolument rien perdu de sa verve légendaire  au contraire. Maîtrisant le chaos comme personne  il continue à dérouler une logorrhée spectaculaire et à l’intensité sans aucune commune mesure.<p>Essentiel et adn premier du genre. Il FAUT avoir assisté à une performance/action de Costes au moins une fois dans sa vie. Et soyons bien prêt  c’est le Costes des grands soirs/jours qui débarque ici  avec ce qu’il faut de provoc’ géniale et de  bien entendu  outrage et dépassement de mesure  yes !<p>Le tout enrubanné comme il se doit  par des passeurs de disques fan_a_ti_ques du bonhomme  la paire KAKAKIDS/1000 BALLES en grande forme costienne !<p>Dimanche trash social porno opéra étude de toute première tenue ici yes & on se pointe  COSTES à la nouvelle cave12  ça risque de faire sacrément du bien/mal/bien_yeah/yeah/yeah !<p>Plus d’infos : <br><a href="http://costes.org/" rel="nofollow">http://costes.org/</a></p></p></p></p></p></p></p></p></p></p></p>,named place,art cave12org controversial irreversible jazz music paris performance,46.2,6.16667
E0-001-101877788-6,JAMES FERRARO + DUCKTAILS + TYPHONIAN HIGHLIFE,music,Concerts &amp; Tour Dates,Ducktails,spongebobandme87,None,None, <p>MERCREDI 17 MAI – 21h00 (concerts 21h30 !)<p>- 3 US WEIRD LOVECRAFT_EXOTICA  ARTIFICIAL SUPER_INTELLIGENCE  FUTURE REALITIES  POST_SPATIAL_POP MOODS & OTHER EXCELLENT SYNTH/ELECTRONICS PREMOTIONED FUTURE REALITIES 2017 CONSTATATIONS/CONSTRUCTIONS MASTERS -<p><strong>JAMES FERRARO</strong> (USA)<br> Electronics<br> +<br><strong>DUCKTAILS</strong> (USA)<br> Guitare électrique  electronics<br> +<br><strong>TYPHONIAN HIGHLIFE</strong> (USA)<br> Synthétiseur  electronics<br><p>Suite de 3 solos plongeant au centre même de la scène underground américaine aimant flirter avec une sorte de weird_exotica_hypnagogic_popic_electronics_synths & more déviances exploratrices. Avec 3 des acteurs les plus marquants/significatifs et incontournables du genre  le triptyque de ce soir regroupe d ex-membres des SKATERS (influant groupe/projet américain de plages_bizarreries_dérives psychédélico_ambient du début des années 2000) et nous entraîne dans trois univers d’excellents tourbillons atmosphéricos-captivant mêlant détritus sonore du capitalisme  pop spatiale  hommage aux enregistrements-maisons/autoproduits/privés de la fin des années 70  jingles publicitaires et/ou radiophoniques  l’invasion d’internet  des gps  des jeux vidéos  des smartphones  de la super_intelligence artificielle ou alors  une exotica à la Lovecraft  construisant des mythologies et illustrant des endroits/territoires non connus de l’humain  comme des sortes de royaumes impossibles.<p>Avec James Ferraro  Ductails et le tout nouveau projet du génial synthé-man Spencer Clark (TYPHONIAN HIGHLIFE)  nous voilà partit pour un voyage à la fois physique et psychique  allant des théories complotistes sur les reptiles extraterrestres à la sculpture de la Renaissance  les formations rocks  les films de Peter Weir  la sauvegarde des données informatques  les adds/réclames/pop ups incontrôlables  etc  etc…<p>Bref  une excellente plongée en trois actes au sein des réalités prémonisées du futur tel que constatées en 2017 par trois des acteurs les plus en vue/verve du genre  régulièrement acclamés par les critiques spécialisés pour leur étranges et questionnant mais ô combien captivant univers respectifs.<p>Dans le genre  recommandé.<p>Plus d’infos : <br> JAMES FERRARO :<br><a href="https://soundcloud.com/b-e-b-e-t-u-n-e" rel="nofollow">https://soundcloud.com/b-e-b-e-t-u-n-e</a><br> DUCKTAILS :<br><a href="https://ducktails.bandcamp.com/" rel="nofollow">https://ducktails.bandcamp.com/</a><br> SPENCER CLARK/TYPHONIAN HIGHLIFE :<br><a href="http://www.pacificitysoundvisions.com/" rel="nofollow">http://www.pacificitysoundvisions.com/</a><br><a href="https://pacificcitysoundvisions.bandcamp.com/" rel="nofollow">https://pacificcitysoundvisions.bandcamp.com/</a></p></p></p></p></p></p></p></p>,named place,alternative cave12org music,46.2,6.16667
E0-001-098841337-4,Deep Purple,music,Concerts &amp; Tour Dates,Deep Purple,diceman0012000,Route des Batailleux 3 Gd-Saconnex,0.00,None,address,concert music rock ticketbiscom tickets viagogocom,46.2337626,6.112297
E0-001-102763023-1,Berliner Nächte with &ME  Dj Dub,music,Concerts &amp; Tour Dates,DJ DUB,rbrmanagement,22 Rue du Cendrier,Free Till 01  After 20CHf  Member Free, Line-up /<p><a>&ME</a><br><a>DJ Dub</a><p><ul></ul></p></p>,Bar/Night Club,dj hiphop music pop residentadvisornet singles singles_social social,46.207367,6.145294
E0-001-101916622-7,Michael McIntyre,singles_social,Nightlife &amp; Singles,Michael McIntyre,supernatural16,Route des Batailleux 3 Gd-Saconnex,None,None,address,comedy performing_arts singles_social tickets viagogocom,46.2337626,6.112297
E0-001-103515335-7,Pure Deep House: with Diogo Accioly  Andre Salata & Dj Dub,music,Concerts &amp; Tour Dates,DJ DUB,rbrmanagement,22 Rue du Cendrier,free Till 00h After 20CHF  Member Free, Line-up /<p><a>Diogo Accioly</a><br><a>Andre Salata</a><br><a>DJ Dub</a><p> Pendant leur tournée Européenne au Watergate  Sysyphos  Dj Mag Live  Climax  Moroko Loko  Enigma  et beaucoup d’autres  le duo brésilien fera un groovy stop au Baby Boa aux côtés de notre résident Dj Dub  pour une soirée 100% batucada. <ul></ul></p></p>,Bar/Night Club,dj hiphop music pop residentadvisornet singles singles_social social,46.207367,6.145294
E0-001-103709024-7,Pure Techno with Dj Murphy  Opuswerk  The Chronics,music,Concerts &amp; Tour Dates,DJ Murphy,evdb,22 Rue du Cendrier,Free Till 00h After 20CHF  Member Free, Line-up /<p><a>DJ Murphy</a><br><a>Opuswerk</a><br><a>The Chronics</a><p> DJ Murphy a joué dans plus de 30 pays entre l’Europe et l’Amérique du sud dans de nombreux festivals différents tel que: Monegros  Time Warp  Nature One  Mayday  Awakenings  Dance Valey  Klubbers Day  Skol Beats et bien entendu dans le plus important clubs : Row 14  Florida 135  Rex Club  U60311  Clash  D.edge  Code Fabric  M47  Palazzo. Nommé le meilleur DJ au Brésil a maintes reprise  et parmi les 10 meilleures DJ internationaux en Allemagne d’après Raveline Magazine  Son style personnel  une combinaison technique de Hip Hop et Techno le rend unique sur les platines. Nommé DJ Techno le plus demandé sur la scène Européenne ses tracks se trouvent parmi les labels Techno les plus respecter: Patterns  Sway  Adult Recs  Composure... <ul></ul></p></p>,Bar/Night Club,dj electronic music rap_hiphop residentadvisornet singles singles_social social,46.207367,6.145294
E0-001-104133614-6,Waaaw with Lee Van Dowski,music,Concerts &amp; Tour Dates,Lee Van Dowski,Zachary85,None,15.- avant 02h00 - 20.- après 02h00, Line-up /<p><a>Lee Van Dowski</a><br><a>Temiri</a><br> GABRIELA<br> R.M.E.K<br> UNDFND<br><a>DIMI3</a><br> LITCH<br> JEREMY SUNSETS<br> JOEL BRITZ<p> SUPER COOL PARTY avec 2 dancefloor (1 silent)  une décor  des gentils dj&#39;s etc... <ul></ul></p></p>,named place,dance music residentadvisornet singles_social,46.2,6.16667
E0-001-104193673-3,Tom Novy,music,Concerts &amp; Tour Dates,Tom Novy,evdb,Route des Jeunes 16,None,None,address,alternative dance gigatoolscom music,46.1778419,6.1274623
E0-001-102069444-3,Carl Craig - DJ set,music,Concerts &amp; Tour Dates,carl craig,elitamilano,None,25CHF sur place et 25CHF en prélocations,None,named place,dj electronic gigatoolscom music noautotag residentadvisornet singles singles_social social,46.2,6.16667
E0-001-104932247-7,Daniel Stefanik,music,Concerts &amp; Tour Dates,daniel stefanik,evdb,22 Rue du Cendrier,None,None,Bar/Night Club,dance electronic gigatoolscom music reggae,46.207367,6.145294
E0-001-106419544-1,ACID MOTHERS TEMPLE & THE MELTING PARAISO U.F.O. + PASSEURS DE DISQUES,music,Concerts &amp; Tour Dates,Acid Mothers Temple,topdownjimmy,None,None, <p>MARDI 03 OCTOBRE – 21h00 (concert 21h30 !)<p>- SPEED_HEAVY_PSYCH_GURUS_POWER/OVERLOAD CULT JAPAN_SUPER_MASTERS_HEROES_HALLELUJAH/YEAHHH !!! -<p><strong>ACID MOTHERS TEMPLE & THE MELTING PARAISO U.F.O.</strong> (Japon)<br> “Hallelujah Mystic Tour”<br> Kawabata Makoto : guitare  voix  synthétiseur  speed guru<br> Higashi Hiroshi : synthétiseur  harpe  noodle god<br> Mitsuko☆Tabata : guitare  guitar-synthé  voix  hugs & kisses<br> Satoshima Nani : batterie  another dimension<br> Wolf (aka.S/T) : basse électrique  space & time<br> +<br><strong>PASSEURS DE DISQUES</strong> :<br> Alex Burkli + DJ MOTORINO : set spécialement pensé pour l’occasion<br><p>oooOOOOOH !<br> Débarquement de la troupe la plus puissamment « speed »_LOUD_psychédélique de l’univers ici  avec cette formidable tribu cultissime que sont ACID MOTHERS TEMPLE & THE MELTING PARAISO U.F.O. Menée de main de Maître par leur guru-guitariste-hero Makoto Kawabata  la bande débarque avec  attention & yeah  une nouvelle section rythmique constitué de 2 tout jeune japonais à la basse et à la batterie  donnant un incroyable coup de jeunesse & énergie au son du groupe  ouvrant ainsi un nouveau chapitre dans leur longue histoire (21 ans !) légendaire.<p>Avec un nouvel album sous les bras  « Wake To The New Dawn Of Another Astro Era » sortit sur le renommé label Important Records  ACID MOTHERS TEMPLE fait se fondre de profonds passages ambient synthétiques avec des sur-puissantes compositions/envolées adroitement agencées  hymnes psyché-heavy-kraut-loud par excellence au sein desquels la guitare-prouesse de Makoto Kawabata atteint des sommets insondables/extraordinaires de crescendos épiques tandis que la nouvelle section rythmique maintient de terrassant rythmes répétitifs martelant nos cerveaux  oreilles et corps d’à-coups/head-banging irrésistiblement contagieux  voire de beats…. disco_OH_YEAH !<p>Assister à un concert (souvent fleuve) d’Acid Mothers Temple est une fabuleuse expérience cathartique  un trip électrique/bain sonore sans équivalent et inégalé. <br> On le répète  le plus grand groupe du genre de l’univers. Unique  puissant  élevant  en crescendo constant & au volume sonore fracassant  prenant une ampleur magistralement cosmique en live. Le tout enrubanné par nos passeurs de disques du soir Monsieur Alex Burkli + DJ MOTORINO.<br> Hallelujah & Totalement Immanquable !!!<p>Plus d’infos :<br><a href="http://acidmothers.com/" rel="nofollow">http://acidmothers.com/</a><br><a href="http://acidmothers.com/acid-mothers-temple-the-melting-paraiso-u-f-o-european-tour-2017.html" rel="nofollow">http://acidmothers.com/acid-mothers-temple-the-melting-paraiso-u-f-o-european-tour-2017.html</a></p></p></p></p></p></p></p>,named place,alternative cave12org music rock,46.2,6.16667
E0-001-105999902-9,sonja moonear,music,Concerts &amp; Tour Dates,SONJA MOONEAR,Gregory92ede,None,None,None,named place,electronic geneve gigatoolscom music perlon ricardovillalobos ruta5 solidam sonjamoonear,46.2,6.16667
